;Restaurant;Avis;type_cuisine;fourchette_prix;link;type_cuisine_1;type_cuisine_2;restaurants;note;localisation;lat;lon
397;483. Wa Bordeaux;124 avis;Asiatique, Vietnamienne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d4276517-Reviews-Wa-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Asiatique; Vietnamienne;483. Wa Bordeaux;4.0;[44.841628, -0.5737271];44.841628;-0.5737271
398;484. l'Amédée Bordeaux;25 avis;Française, Saine;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d20230706-Reviews-L_Amedee-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Saine;484. l'Amédée Bordeaux;5.0;[44.830596, -0.5812707];44.830596;-0.5812707
399;486. Pâtisserie Prunelle;25 avis;Fermé aujourd'hui;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d21344046-Reviews-Patisserie_Prunelle-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Fermé aujourd'hui;;486. Pâtisserie Prunelle;5.0;[44.841225, -0.5800364];44.841225;-0.5800364
400;487. MCV Ma Cave à Vins Bordeaux;42 avis;Bar à vins, Française;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d10303144-Reviews-MCV_Ma_Cave_a_Vins-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Bar à vins; Française;487. MCV Ma Cave à Vins Bordeaux;5.0;[44.8406674, -0.5587875];44.8406674;-0.5587875
401;489. Jaqen Craft Beer Bordeaux;58 avis;Pub;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d9558837-Reviews-Jaqen_Craft_Beer-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Pub;;489. Jaqen Craft Beer Bordeaux;4.5;[44.8393062, -0.5776449];44.8393062;-0.5776449
402;490. Restaurant Oketa Pessac;124 avis;Japonaise, Sushi;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g196515-d4542340-Reviews-Oketa-Pessac_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Japonaise; Sushi;490. Restaurant Oketa Pessac;4.0;[44.7994953, -0.6624577];44.7994953;-0.6624577
403;491. Chez Fred Bordeaux;105 avis;Café, Française;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d8421860-Reviews-Chez_Fred-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Café; Française;491. Chez Fred Bordeaux;4.0;[44.8384076, -0.5695619];44.8384076;-0.5695619
404;492. Au Comptoir du Marché Le Bouscat;98 avis;Française;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g661216-d7762160-Reviews-Au_Comptoir_du_Marche-Le_Bouscat_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française;;492. Au Comptoir du Marché Le Bouscat;4.5;[44.8614981, -0.5996525];44.8614981;-0.5996525
405;493. Restaurant La Ferme Bruges;1 159 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g1180991-d2475938-Reviews-La_Ferme-Bruges_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;493. Restaurant La Ferme Bruges;3.5;[44.8750417, -0.5790893];44.8750417;-0.5790893
406;495. Pizz' A Papa Bordeaux;70 avis;Italienne, Pizza;€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d5801135-Reviews-Pizz_A_Papa-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Italienne; Pizza;495. Pizz' A Papa Bordeaux;4.5;[44.8318616, -0.5623547];44.8318616;-0.5623547
407;496. Phan Phan Bordeaux;91 avis;Asiatique, Vietnamienne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d5029457-Reviews-Phan_Phan-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Asiatique; Vietnamienne;496. Phan Phan Bordeaux;4.5;[44.834646, -0.7685199];44.834646;-0.7685199
408;497. La Brebis Au Comptoir;101 avis;Bar à vins;€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d6856655-Reviews-La_Brebis_Au_Comptoir-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Bar à vins;;497. La Brebis Au Comptoir;4.5;[44.8337433, -0.5665342];44.8337433;-0.5665342
409;499. Restaurant Toques & Tanins Pessac;39 avis;Européenne, Saine;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g196515-d19415269-Reviews-Toques_Tanins-Pessac_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Européenne; Saine;499. Restaurant Toques & Tanins Pessac;4.5;[44.7789213, -0.654655];44.7789213;-0.654655
410;500. Sushiman Le Bouscat;74 avis;Japonaise, Sushi;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g661216-d6617826-Reviews-Sushiman-Le_Bouscat_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Japonaise; Sushi;500. Sushiman Le Bouscat;4.5;[44.8638142, -0.5816976];44.8638142;-0.5816976
411;501. Zapard Bordeaux;51 avis;Cuisine de rue (street food), Française;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d11826795-Reviews-Zapard-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Cuisine de rue (street food); Française;501. Zapard Bordeaux;4.5;[44.8379841, -0.573517];44.8379841;-0.573517
412;502. Restaurant de La Belle Rose Lormont;230 avis;Française, Bar;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g644083-d4263553-Reviews-De_La_Belle_Rose-Lormont_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Bar;502. Restaurant de La Belle Rose Lormont;4.0;[44.8777462, -0.5334298];44.8777462;-0.5334298
413;504. Restaurant La Cheminée Royale;769 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d1322703-Reviews-Restaurant_La_Cheminee_Royale-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;504. Restaurant La Cheminée Royale;3.5;[44.841166, -0.5733326];44.841166;-0.5733326
414;505. La Brasserie du Sud Ouest;133 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d1013720-Reviews-Brasserie_du_Sud_Ouest-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;505. La Brasserie du Sud Ouest;4.0;[44.8195877, -0.5724574];44.8195877;-0.5724574
415;506. L'Univerre Restaurant Bordeaux;121 avis;Française, Bar à vins;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d4260541-Reviews-L_Univerre-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Bar à vins;506. L'Univerre Restaurant Bordeaux;4.0;[44.8354109, -0.5831949];44.8354109;-0.5831949
416;507. Thai Paradise Bordeaux;235 avis;Thaï, Asiatique;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d1381249-Reviews-Thai_Paradise-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Thaï; Asiatique;507. Thai Paradise Bordeaux;4.0;[44.8365075, -0.575302];44.8365075;-0.575302
417;509. Roze Bordeaux Café Pâtisseries;37 avis;Française, Américaine;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d20326597-Reviews-Roze_Bordeaux-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Américaine;509. Roze Bordeaux Café Pâtisseries;4.5;[44.837637, -0.5671205];44.837637;-0.5671205
